"","OBJECTID","REQUESTID","DESCRIPTION","ADDRESS","INITIATEDDATE","CLOSEDDATE","WORKORDERID","STATUS","CSRNUMBER","x","y"
"9734",13724,914344,"TREE PLANTING","3321 RUNNYMEDE PLACE NW",1324300105000,1351670386000,"234902","CLOSED","11-00389466",-77.0676680908891,38.9707502008125
"9741",13731,914940,"TREE PLANTING","520 TENNESSEE AVENUE NE",1324335024000,1324368757000,NA,"CLOSED","11-00390485",-76.9848494058603,38.8966830670101
"9744",13734,915654,"TREE PLANTING","1115 O STREET NW",1324411168000,1324456318000,NA,"CLOSED","11-00391620",-77.0277646722649,38.9087774403122
"9749",13739,915946,"TREE PLANTING","123 QUINCY PLACE NE",1324478130000,1351670386000,"151701","CLOSED","11-00392142",-77.0055801937685,38.9116957964387
"9759",13749,916352,"TREE PLANTING","3543 S STREET NW",1324497391000,1362381582000,"228439","CLOSED","11-00392732",-77.070787131876,38.9147472313251
"9768",13758,916818,"TREE PLANTING","1126 BUCHANAN STREET NW",1324571917000,1362381582000,"274124","CLOSED","11-00393456",-77.0278490495391,38.9459313162338
"9772",13762,916915,"TREE PLANTING","922 24TH STREET NW",1324574976000,1329316646000,"227652","CLOSED","11-00393573",-77.0516599438343,38.9014955231447
"9773",13763,916957,"TREE PLANTING","5904 UTAH AVENUE NW",1324576594000,1362381582000,"233510","CLOSED","11-00393629",-77.0613826784308,38.967401521181
"9774",13764,917003,"TREE PLANTING","6204 UTAH AVENUE NW",1324578401000,1327326047000,"233944","CLOSED","11-00393687",-77.0634777875815,38.9713664621453
"9781",13771,917835,"TREE PLANTING","3528 GEORGIA AVENUE NW",1324674337000,1325671147000,NA,"CLOSED","11-00394899",-77.0242297048539,38.9339272195291
"9784",13774,918230,"TREE PLANTING","2216 11TH STREET NW",1324989687000,1331110778000,"289923","CLOSED","11-00395482",-77.0273684382981,38.9196950982783
"9787",13777,918323,"TREE PLANTING","1721 HOLBROOK STREET NE",1324999408000,1351670386000,"259948","CLOSED","11-00395670",-76.9805413928327,38.9072916613742
"9830",13820,921790,"TREE PLANTING","2000 CONNECTICUT AVENUE NW",1325608169000,1331110778000,"227757","CLOSED","12-00000678",-77.0471674457879,38.9170408746886
"9832",13822,921810,"TREE PLANTING","207 S STREET NE",1325609247000,1351670386000,"109152","CLOSED","12-00000716",-77.0029772520754,38.9138607759409
"9841",13831,922016,"TREE PLANTING","3816 7TH STREET NW",1325622388000,1351670386000,"274166","CLOSED","12-00001087",-77.0217142431767,38.9382048550801
"9847",13837,922335,"TREE PLANTING","1718 1ST STREET NW",1325695651000,1362381582000,"234702","CLOSED","12-00001718",-77.0124400493664,38.9131961468753
"9848",13838,922361,"TREE PLANTING","1229 CONSTITUTION AVENUE NE",1325697274000,1362381582000,"312963","CLOSED","12-00001748",-76.9891848825198,38.8918607379595
"9854",13844,922811,"TREE PLANTING","401 F STREET NW",1325777373000,1329396043000,"229190","CLOSED","12-00002590",-77.0175535254352,38.8977625627764
"9858",13848,922925,"TREE PLANTING","7932 ORCHID STREET NW",1325782774000,1362381582000,"283862","CLOSED","12-00002768",-77.0384803332562,38.9881274310229
"9859",13849,922929,"TREE PLANTING","7932 ORCHID STREET NW",1325782777000,1325834530000,NA,"CLOSED","12-00002774",-77.0384803332562,38.9881274310229
"9869",13859,923369,"TREE PLANTING","2936 NORTHAMPTON STREET NW",1325805454000,1351670386000,"234858","CLOSED","12-00003408",-77.0600380375576,38.9656334496505
"9870",13860,923373,"TREE PLANTING","2930 NORTHAMPTON STREET NW",1325805995000,1351670386000,"234857","CLOSED","12-00003412",-77.0598808650468,38.9656169550655
"9871",13861,923443,"TREE PLANTING","F STREET NE AND 4TH STREET NE",1325813919000,1326109739000,NA,"CLOSED","12-00003506",-77.0005734841667,38.8973425592799
"9875",13865,923523,"TREE PLANTING","12 3RD STREET SE",1325858917000,1326802321000,NA,"CLOSED","12-00003662",-77.0018530868453,38.8892722166181
"9877",13867,923686,"TREE PLANTING","1826 WYOMING AVENUE NW",1325866658000,1331110778000,"289938","CLOSED","12-00003936",-77.0429126371117,38.9185688865522
"9879",13869,923713,"TREE PLANTING","6700 4TH STREET NW",1325867737000,1327326047000,"238102","CLOSED","12-00003980",-77.0183126443803,38.9714438737137
"9882",13872,923827,"TREE PLANTING","2966 NORTHAMPTON STREET NW",1325871879000,1362381582000,"234872","CLOSED","12-00004135",-77.0613405505174,38.9656469165641
"9885",13875,923960,"TREE PLANTING","806 D STREET SE",1325877639000,1326965782000,NA,"CLOSED","12-00004329",-76.9945348195417,38.8847755702113
"9886",13876,924148,"TREE PLANTING","2966 NORTHAMPTON STREET NW",1325892218000,1362381582000,"234873","CLOSED","12-00004647",-77.0613405505174,38.9656469165641
"9887",13877,924152,"TREE PLANTING","2916 NORTHAMPTON STREET NW",1325892399000,1362381582000,"234875","CLOSED","12-00004652",-77.0593137456665,38.9656328283931
"9888",13878,924158,"TREE PLANTING","UTAH AVENUE NW AND NORTHAMPTON STREET NW",1325892938000,1351670386000,"234874","CLOSED","12-00004660",-77.0591317595447,38.9658880342105
"9889",13879,924229,"TREE PLANTING","1150 5TH STREET NE",1325906268000,1326804296000,NA,"CLOSED","12-00004746",-76.9997412673002,38.9049745317487
"9890",13880,924250,"TREE PLANTING","1152 5TH STREET NE",1325944780000,1326804356000,NA,"CLOSED","12-00004793",-76.9997409212744,38.9050177718385
"9891",13881,924336,"TREE PLANTING","2000 JACKSON STREET NE",1325953602000,1326888627000,NA,"CLOSED","12-00004914",-76.9758330593305,38.9303376030708
"9894",13884,924495,"TREE PLANTING","208 I STREET NE",1325962060000,1331110778000,"313051","CLOSED","12-00005109",-77.0030869492917,38.9015373533328
"9900",13890,924819,"TREE PLANTING","3600 PATTERSON STREET NW",1326056564000,1328168618000,"262950","CLOSED","12-00005592",-77.0721525734564,38.9673919484985
"9906",13896,924863,"TREE PLANTING","5463 30TH PLACE NW",1326112547000,1351670386000,"234906","CLOSED","12-00005693",-77.0613574893231,38.9629394772622
"9908",13898,924926,"TREE PLANTING","2016 PIERCE MILL ROAD NW",1326119027000,1362381582000,"289945","CLOSED","12-00005804",-77.0460316501519,38.9336593351948
"9915",13905,925302,"TREE PLANTING","2614 GARFIELD STREET NW",1326140807000,1326450938000,NA,"CLOSED","12-00006528",-77.0540809163012,38.9264329330121
"9917",13907,925318,"TREE PLANTING","2011 KEARNY STREET NE",1326142429000,1351670386000,"260151","CLOSED","12-00006556",-76.9751987620744,38.9309339104016
"9919",13909,925377,"TREE PLANTING","6319 UTAH AVENUE NW",1326150708000,1351670386000,"234880","CLOSED","12-00006665",-77.0642248140837,38.9734804679846
"9920",13910,925379,"TREE PLANTING","5901 UTAH AVENUE NW",1326150708000,1351670386000,"234903","CLOSED","12-00006668",-77.0605985142969,38.9677119039735
"9921",13911,925382,"TREE PLANTING","UTAH AVENUE NW AND BARNABY STREET NW",1326150887000,1326453079000,NA,"CLOSED","12-00006669",-77.0648102234746,38.973713188087
"9922",13912,925386,"TREE PLANTING","UTAH AVENUE NW AND 31ST PLACE NW",1326151067000,1326441198000,"233944","CLOSED","12-00006674",-77.0632273778572,38.9714995594324
"9925",13915,925425,"TREE PLANTING","5506 4TH STREET NW",1326155927000,1351670386000,"274168","CLOSED","12-00006724",-77.0180818275392,38.9568063119536
"9929",13919,925498,"TREE PLANTING","505 ALLISON STREET NW",1326204532000,1351670386000,"274138","CLOSED","12-00006875",-77.0197014215991,38.9454514806733
"9936",13926,926108,"TREE PLANTING","1439 JUNIPER STREET NW",1326248450000,1362381582000,"283833","CLOSED","12-00007885",-77.0352329596195,38.9834210327192
"9939",13929,926212,"TREE PLANTING","720 TUCKERMAN STREET NW",1326292913000,1360575478000,"274207","CLOSED","12-00008103",-77.0232812919256,38.9671324560301
"9940",13930,926254,"TREE PLANTING","2122 LEROY PLACE NW",1326294892000,1331110778000,"228446","CLOSED","12-00008178",-77.0474732589246,38.9153271853502
"9945",13935,926465,"TREE PLANTING","1921 CALVERT STREET NW",1326303894000,1327326047000,"299013","CLOSED","12-00008484",-77.0454059337495,38.9234916255092
"9951",13941,926918,"TREE PLANTING","2200 - 2299 BLOCK OF 12TH PLACE NW",1326380575000,1327483201000,NA,"CLOSED","12-00009211",-77.0288303548252,38.9199302784692
"9952",13942,927058,"TREE PLANTING","21 UNDERWOOD PLACE NE",1326386157000,1326440493000,NA,"CLOSED","12-00009418",-77.0078416131544,38.9685262847612
"9954",13944,927145,"TREE PLANTING","708 G STREET NE",1326389038000,1328168618000,"229371","CLOSED","12-00009528",-76.9957274507004,38.8991230757015
"9955",13945,927259,"TREE PLANTING","405 8TH STREET NW",1326393898000,1357903250000,"312886","CLOSED","12-00009688",-77.0227068446357,38.8953269835632
"9956",13946,927265,"TREE PLANTING","900 - 999 BLOCK OF F STREET NW",1326394078000,1327326047000,"227543","CLOSED","12-00009691",-77.024971242994,38.8973516832885
"9957",13947,927266,"TREE PLANTING","500 - 599 BLOCK OF 8TH STREET NW",1326394078000,1327326047000,"226792","CLOSED","12-00009696",-77.0229565028982,38.8966786672572
"9963",13953,927837,"TREE PLANTING","719 D STREET NE",1326471299000,1326805049000,NA,"CLOSED","12-00010562",-76.9954526777966,38.8946273505323
"9964",13954,927839,"TREE PLANTING","326 8TH STREET NE",1326471301000,1326805344000,NA,"CLOSED","12-00010564",-76.9952273436385,38.8942522330524
"9965",13955,927842,"TREE PLANTING","326 8TH STREET NE",1326471301000,1326805172000,NA,"CLOSED","12-00010566",-76.9952273436385,38.8942522330524
"9977",13967,928837,"TREE PLANTING","1123 5TH STREET NW",1326670720000,1351670386000,"313047","CLOSED","12-00011984",-77.0186408744452,38.9049876381312
"9980",13970,928865,"TREE PLANTING","1130 MONTELLO AVENUE NE",1326751929000,1343807056000,"259983","CLOSED","12-00012089",-76.9898479665239,38.9036071635892
"9984",13974,929080,"TREE PLANTING","3355 BAKER STREET NE",1326817273000,1362381582000,"196147","CLOSED","12-00012533",-76.9581508574488,38.8926027888979
"9987",13977,929142,"TREE PLANTING","3731 YUMA STREET NW",1326819254000,1331110778000,"318055","CLOSED","12-00012621",-77.0738882074887,38.9465053781073
"9989",13979,929197,"TREE PLANTING","618 4TH PLACE SW",1326821412000,1326812705000,NA,"CLOSED","12-00012692",-77.0185592261078,38.8818605504287
"9991",13981,929213,"TREE PLANTING","507 OGLETHORPE STREET NW",1326822132000,1360326106000,"274208","CLOSED","12-00012722",-77.0203727644848,38.961505454465
"10013",14003,929871,"TREE PLANTING","1331 INGRAHAM STREET NW",1326905837000,1357903250000,"283835","CLOSED","12-00013876",-77.03113402354,38.954324669717
"10015",14005,929874,"TREE PLANTING","143 V STREET NE",1326906017000,1362381582000,"234910","CLOSED","12-00013888",-77.0049064597779,38.917945540012
"10020",14010,929974,"TREE PLANTING","INDEPENDENCE AVENUE SE AND 18TH STREET SE",1326910335000,1326962844000,"313000","CLOSED","12-00014040",-76.9789981046384,38.8875966769015
"10026",14016,930354,"TREE PLANTING","163 U STREET NE",1326980478000,1357903250000,"283853","CLOSED","12-00014686",-77.0042565006116,38.9168303340255
"10027",14017,930596,"TREE PLANTING","4208 49TH STREET NW",1326993259000,1362381582000,"263530","CLOSED","12-00015079",-77.0970765547861,38.9435764017137
"10048",14038,931426,"TREE PLANTING","BROOKS STREET NE AND 49TH STREET NE",1.327082e+12,1351670386000,"293839","CLOSED","12-00016362",-76.9329111895589,38.8926338099273
"10051",14041,931606,"TREE PLANTING","935 15TH STREET SE",1327091543000,1327312878000,NA,"CLOSED","12-00016659",-76.9838805741707,38.8790338097674
"10055",14045,931695,"TREE PLANTING","888 16TH STREET NW",1327099103000,1329316646000,"228220","CLOSED","12-00016839",-77.0369703442484,38.9009279837304
"10056",14046,931796,"TREE PLANTING","315 12TH STREET NE",1327120163000,1331110778000,"275843","CLOSED","12-00016969",-76.9899041859423,38.8941203721759
"10063",14053,932118,"TREE PLANTING","1323 EMERALD STREET NE",1327270109000,1331110778000,"313020","CLOSED","12-00017515",-76.9874771534483,38.8965824845139
"10064",14054,932121,"TREE PLANTING","3432 LOWELL STREET NW",1327285590000,1351670386000,"258562","CLOSED","12-00017533",-77.068234428447,38.9323970475103
"10072",14062,932489,"TREE PLANTING","342 15TH STREET SE",1327346970000,1331110778000,"313108","CLOSED","12-00018204",-76.9834744814099,38.8843293348055
"10073",14063,932491,"TREE PLANTING","338 15TH STREET SE",1327347330000,1331110778000,"313109","CLOSED","12-00018208",-76.9834283494697,38.8844554456641
"10079",14069,933105,"TREE PLANTING","5027 41ST STREET NW",1327428154000,1357903250000,"222036","CLOSED","12-00019256",-77.0800804039752,38.9555889409162
"10080",14070,933147,"TREE PLANTING","2502 CLIFFBOURNE PLACE NW",1327430495000,1331110778000,"289952","CLOSED","12-00019323",-77.0449581560145,38.9225923175395
"10081",14071,933504,"TREE PLANTING","1389 F STREET NE",1327500698000,1331110778000,"313031","CLOSED","12-00019981",-76.9858915327312,38.8971321744307
"10088",14078,935827,"TREE PLANTING","1441 CONSTITUTION AVENUE NE",1327516537000,1329308934000,NA,"CLOSED","12-00020483",-76.9840904659224,38.8918458319688
"10094",14084,936225,"TREE PLANTING","3619 17TH STREET NE",1327585481000,1339485536000,"322218","CLOSED","12-00021101",-76.9810590032328,38.9348674928015
"10095",14085,936231,"TREE PLANTING","3619 17TH STREET NE",1327585662000,1339485813000,"322219","CLOSED","12-00021107",-76.9810590032328,38.9348674928015
"10096",14086,936319,"TREE PLANTING","4416 KLINGLE STREET NW",1327591060000,1331110778000,"263321","CLOSED","12-00021250",-77.0872524896347,38.9310772908898
"10105",14095,937231,"TREE PLANTING","71 O STREET NW",1327689165000,1362381582000,"283861","CLOSED","12-00022699",-77.0114340352609,38.9089254846446
"10115",14105,937570,"TREE PLANTING","6339 UTAH AVENUE NW",1327764227000,1351670386000,"283827","CLOSED","12-00023236",-77.0647545556698,38.9741722786189
"10116",14106,937572,"TREE PLANTING","5610 NEBRASKA AVENUE NW",1327764227000,1351670386000,"233769","CLOSED","12-00023239",-77.062785766302,38.965361128421
"10117",14107,937589,"TREE PLANTING","UTAH AVENUE NW AND BARNABY STREET NW",1327765308000,1351670386000,"283825","CLOSED","12-00023257",-77.0648102234746,38.973713188087
"10122",14112,937821,"TREE PLANTING","5600 - 5699 BLOCK OF 1ST PLACE NW",1327779887000,1329997807000,NA,"CLOSED","12-00023516",-77.0126178208071,38.9582061477791
"10125",14115,938035,"TREE PLANTING","6314 UTAH AVENUE NW",1327798789000,1357903250000,"283824","CLOSED","12-00023773",-77.0648352230629,38.9732860036517
"10126",14116,938037,"TREE PLANTING","6436 BARNABY STREET NW",1327798789000,1351670386000,"283828","CLOSED","12-00023775",-77.0637728248643,38.9748100606295
"10127",14117,938038,"TREE PLANTING","6625 BARNABY STREET NW",1327798968000,1328611954000,NA,"CLOSED","12-00023776",-77.0611893741285,38.9762428490818
"10129",14119,938040,"TREE PLANTING","6601 31ST STREET NW",1327799147000,1351670386000,"283831","CLOSED","12-00023778",-77.0560850537722,38.9755822223895
"10130",14120,938041,"TREE PLANTING","6419 31ST STREET NW",1327799327000,1351670386000,"283830","CLOSED","12-00023780",-77.0574251948579,38.9745196814648
"10131",14121,938043,"TREE PLANTING","6327 31ST STREET NW",1327799509000,1351670386000,"283829","CLOSED","12-00023785",-77.058935791847,38.9733766856862
"10132",14122,938045,"TREE PLANTING","3005 STEPHENSON PLACE NW",1327799687000,1357903250000,"283841","CLOSED","12-00023788",-77.0601582079583,38.9715720734663
"10136",14126,938082,"TREE PLANTING","5600 - 5699 BLOCK OF 1ST PLACE NW",1327866109000,1362381582000,"274234","CLOSED","12-00023881",-77.0126178208071,38.9582061477791
"10142",14132,938183,"TREE PLANTING","4100 49TH STREET NW",1327933612000,1351670386000,"263330","CLOSED","12-00024110",-77.0970515365434,38.9424846173261
"10147",14137,938299,"TREE PLANTING","3900 EDMUNDS STREET NW",1327938833000,1351670386000,"263196","CLOSED","12-00024310",-77.0790117367465,38.9244903251417
"10150",14140,938575,"TREE PLANTING","1329 IVES PLACE SE",1327951073000,1335363609000,NA,"CLOSED","12-00024716",-76.9871410835886,38.8788896294979
"10156",14146,938744,"TREE PLANTING","1776 D STREET NW",1327962773000,1362381582000,"228517","CLOSED","12-00025021",-77.0399987410908,38.8939658618914
"10160",14150,939180,"TREE PLANTING","3845 HARRISON STREET NW",1328033158000,1331110778000,"263325","CLOSED","12-00025720",-77.0766186706114,38.9571993267433
"10167",14157,939684,"TREE PLANTING","500 - 599 BLOCK OF OGLETHORPE STREET NW",1328109481000,1360326106000,"274208","CLOSED","12-00026603",-77.0205364497914,38.9613232969027
"10168",14158,939803,"TREE PLANTING","123 33RD STREET NE",1328114520000,1357903250000,"196164","CLOSED","12-00026822",-76.9600084089652,38.8914129829659
"10171",14161,939965,"TREE PLANTING","532 1ST STREET SE",1328121181000,1331110778000,"313101","CLOSED","12-00027078",-77.0056050904046,38.8822570887624
"10180",14170,940419,"TREE PLANTING","1743 S STREET NW",1328193902000,1328280696000,NA,"CLOSED","12-00027773",-77.0408946671557,38.9143282161934
"10185",14175,940960,"TREE PLANTING","5610 NEBRASKA AVENUE NW",1328219642000,1351670386000,"233769","CLOSED","12-00028542",-77.062785766302,38.965361128421
"10186",14176,941070,"TREE PLANTING","733 10TH STREET SE",1328246824000,1329295939000,NA,"CLOSED","12-00028701",-76.992878896951,38.8803573171103
"10192",14182,941154,"TREE PLANTING","4336 WARREN STREET NW",1328278326000,1351670386000,"292037","CLOSED","12-00028855",-77.0853142263029,38.9445804537775
"10193",14183,941155,"TREE PLANTING","4330 43RD STREET NW",1328278504000,1329316646000,"299428","CLOSED","12-00028858",-77.0840390101492,38.9460680153159
"10195",14185,941202,"TREE PLANTING","6501 NORTH CAPITOL STREET NE",1328281025000,1328527980000,NA,"CLOSED","12-00028937",-77.0088167786377,38.968371994157
"10196",14186,941210,"TREE PLANTING","5701 26TH STREET NW",1328281565000,1351670386000,"283839","CLOSED","12-00028954",-77.054960352718,38.9676896470205
"10200",14190,941391,"TREE PLANTING","18TH STREET NW AND T STREET NW",1328288406000,1357903250000,"228425","CLOSED","12-00029195",-77.0416602297833,38.915581662995
"10204",14194,941544,"TREE PLANTING","409 QUACKENBOS STREET NW",1328293085000,1329316646000,"238028","CLOSED","12-00029367",-77.0185576533313,38.9639882512587
"10209",14199,941837,"TREE PLANTING","6430 7TH STREET NW",1328311988000,1357903250000,"237253","CLOSED","12-00029789",-77.0226439521371,38.9684660716838
"10211",14201,942342,"TREE PLANTING","310 PENNSYLVANIA AVENUE SE",1328391369000,1331110778000,"313091","CLOSED","12-00030419",-77.0015621127636,38.8871655213382
"10215",14205,942446,"TREE PLANTING","4311 3RD STREET NW",1328465112000,1351670386000,"274292","CLOSED","12-00030578",-77.0152327406524,38.9436385102773
